채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20250425,QSN000000000003074,TAR000000006566660,ITM000000000001712,입구에 바로 보이게 번호표 뽑는 기계가 있어서 좋았어요
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20250627,QSN000000000003074,TAR000000007770584,ITM000000000001712,고객에 맞는 상품추천 안내와 편리하게 국민은행 이용방법등 만족합니다
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20250910,QSN000000000003074,TAR000000009500295,ITM000000000001712,순번 기계가 출입구 우측에 있어 바로 눈에 들어와서
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20250911,QSN000000000003074,TAR000000009521413,ITM000000000001712,대기번호 키오스가 입구에 설치되어 편리하게 이용 가능합니다
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20250924,QSN000000000003074,TAR000000009801537,ITM000000000001712,번호표 뽑을 때 안내해주시는 직원분이 너무나도 친절하셔서 입장 시 부터 기분이 좋았습니다!
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20251021,QSN000000000003074,TAR000000010178814,ITM000000000001712,주 출입문 열면 바로 눈앞에 번호대기 기계가 보여서 편리합니다
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20251016,QSN000000000003074,TAR000000010038920,ITM000000000001712,입구에 들어가면 바로 대기표를 뽑을 수 있게 되어 있어 편했습니다.
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20251024,QSN000000000003074,TAR000000010297156,ITM000000000001712,은행 입구를 들어서자마자 바로 발행기를 볼수있었고 이용할수있었다
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20251124,QSN000000000003074,TAR000000010947522,ITM000000000001712,"출입구로 들어오자 바로 눈에 띄는 곳에 대기표 기기가 위치해 있어서 두리번 거리거나, 안내원을 찾을 필요가 없었음."
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20260108,QSN000000000003191,TAR000000011975762,ITM000000000001712,대기표 발행기가 잘 보이는 곳에 있으며 경비원이 친절하게 안내.
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20260120,QSN000000000003191,TAR000000012240499,ITM000000000001712,출입문 바로 앞에 대기표발행기가 위치하고있어요
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20260113,QSN000000000003191,TAR000000012085365,ITM000000000001712,번호표 기기가 입규 들어가자마자 있고 찾기 쉬웠어요
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20260115,QSN000000000003191,TAR000000012148636,ITM000000000001712,번호표 뽑는 기기가 눈에 띄는 곳이 있어 바로찾기가 좋음
영업점,대기,순번대기기의 이용 편리성 ,입구 인접 배치 번호표 발급기(시인성·접근성 강화),번호표 발급기의 입구 인접·눈에 띄는 배치가 기기 접근성과 이용 편의에 직접 영향을 줍니다.,20260129,QSN000000000003191,TAR000000012481906,ITM000000000001712,저는 대기표 뽑는 기계가 눈에 띄는 곳에 있어서 좋습니다.
영업점,대기,순번대기기의 이용 편리성 ,직원·보안요원의 번호표 대리발급 및 발급 보조 서비스,현장 인력이 번호표 발급을 직접 도와주거나 대리 발급해 기기 이용 장벽을 낮춥니다.,20250124,QSN000000000003074,TAR000000005011708,ITM000000000001712,영업점에 들어갔을 때 안내해 주시는 분이 대기표를 뽑도록 친절히 안내해주었어요
영업점,대기,순번대기기의 이용 편리성 ,직원·보안요원의 번호표 대리발급 및 발급 보조 서비스,현장 인력이 번호표 발급을 직접 도와주거나 대리 발급해 기기 이용 장벽을 낮춥니다.,20250204,QSN000000000003074,TAR000000005091852,ITM000000000001712,번호표 발급기 옆 안내 직원 분이 사근사근 친절해서 좋았음
영업점,대기,순번대기기의 이용 편리성 ,직원·보안요원의 번호표 대리발급 및 발급 보조 서비스,현장 인력이 번호표 발급을 직접 도와주거나 대리 발급해 기기 이용 장벽을 낮춥니다.,20250207,QSN000000000003074,TAR000000005175662,ITM000000000001712,"앞의내용동일.
입구안내직원 잘못된 업무방식을 정당화시켜 안내함"
영업점,대기,순번대기기의 이용 편리성 ,직원·보안요원의 번호표 대리발급 및 발급 보조 서비스,현장 인력이 번호표 발급을 직접 도와주거나 대리 발급해 기기 이용 장벽을 낮춥니다.,20250219,QSN000000000003074,TAR000000005398459,ITM000000000001712,처음대하는 직원(경비?)분이 알아서 대기표를 뽑아주며 친절히 대응해줌
영업점,대기,순번대기기의 이용 편리성 ,직원·보안요원의 번호표 대리발급 및 발급 보조 서비스,현장 인력이 번호표 발급을 직접 도와주거나 대리 발급해 기기 이용 장벽을 낮춥니다.,20250220,QSN000000000003074,TAR000000005425360,ITM000000000001712,번호표 발행 도와주신 안내직원분께서 친절하셨습니다.
영업점,대기,순번대기기의 이용 편리성 ,직원·보안요원의 번호표 대리발급 및 발급 보조 서비스,현장 인력이 번호표 발급을 직접 도와주거나 대리 발급해 기기 이용 장벽을 낮춥니다.,20250226,QSN000000000003074,TAR000000005532472,ITM000000000001712,"여자선생님께서   친절하게   번호표를
뽑아주셨어요"
