채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250106,QSN000000000003080,TAR000000004607650,ITM000000000001410,상품이 다양하고 금리나 우대요건을 보고 만기예상금액을 예상할 수 있어서 좋았습니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250107,QSN000000000003080,TAR000000004653224,ITM000000000001410,만기 시 수령금액등 미리 계산해줘서 아주 편리합니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250108,QSN000000000003080,TAR000000004681256,ITM000000000001410,"가입금액, 가입기간선택시 만기시 예상금액 제시 필요"
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250226,QSN000000000003080,TAR000000005555141,ITM000000000001410,"예,적금을 이용한다는 것은 돈을 저축하는 것 뿐만 아니라 불리는 것인데 예,적금 기간설정 및 만기시 금리가 적용된 금액을 비교하여 좋은 상품을 찾을 수 있기 때문입니다"
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250407,QSN000000000003080,TAR000000006256356,ITM000000000001410,타은행은 가입시 금액입력하면 예상 금액이 다 계산되서 가입시 확인가능한데 당사는 그게 안되네요
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250425,QSN000000000003080,TAR000000006581754,ITM000000000001410,많이 안써봐서 모르겠지만 직관적으로 원하는 결과 (우대금리 등)를 자동계산 해주는 기능이 필요한거 같습니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250618,QSN000000000003080,TAR000000007563786,ITM000000000001410,기간이 ㄲ.ㅌ난후 받을수 있는 금액계산이 되어 편리해서
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250415,QSN000000000003080,TAR000000006374825,ITM000000000001410,타 기관은 입금 동시에 정확한 이자계산을 해 주어 좋음
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250620,QSN000000000003080,TAR000000007612594,ITM000000000001410,바로 이자계산해주고 자동으로 금액별로 구분해주어서 좋았습니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250609,QSN000000000003080,TAR000000007339985,ITM000000000001410,고객별로 우대금리 적용되는 만기예상금액을 알 수 있음
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250711,QSN000000000003080,TAR000000008097146,ITM000000000001410,상품별 기간과 금액 입력시 예상 만기액 조회가 좋았음
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250804,QSN000000000003080,TAR000000008570641,ITM000000000001410,만기 예상 금액이 보여져서 따로 계산하지 않아도 되어 좋음
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250825,QSN000000000003080,TAR000000009068276,ITM000000000001410,새로운 상품이 생겨난걸 잘 모르고 그냥 했던 상품 그대로 이용을 했었는데 여러가지 상품을 한눈에 볼수 있어서 좋았고 특히 이자율을 적용해서 만기시 금액까지 알수 있어 편했음
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250703,QSN000000000003080,TAR000000007914136,ITM000000000001410,직관적인 예상 결과에 대해 미리 보여주니 좋았어요
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250916,QSN000000000003080,TAR000000009645463,ITM000000000001410,만기예상금액을 제공해주니 많은 도움이 됩니다~^^
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20250916,QSN000000000003080,TAR000000009648821,ITM000000000001410,상품에 따라 받을 수있는 예상금액? 이 뜰때가 있는데  그렇지 않은 경우가 있어서.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20251015,QSN000000000003080,TAR000000010033563,ITM000000000001410,적금 가입 시 만기 예상 계산이 다른 곳보다 눈에 잘 들어옴
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20251110,QSN000000000003080,TAR000000010659261,ITM000000000001410,만기 예상 금액이 나와 기대하면서 예 적금 펀드를 합니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20251014,QSN000000000003080,TAR000000009980281,ITM000000000001410,개월수에따라 이울보여주고. 검색하면 이자계산까지 되어있다
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20251021,QSN000000000003080,TAR000000010224948,ITM000000000001410,"예상 금리 계산 못함
가입 개월수에 따른 금리 확인 불가
포인트리 사용혜택 확인 불가(해당 위치에서)"
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20251219,QSN000000000003080,TAR000000011589950,ITM000000000001410,만기 예상금액을 알려줘서 하고싶은 마음이 들게한다
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20251222,QSN000000000003080,TAR000000011597732,ITM000000000001410,금액에 따른 만기예상금액을 미리 알려줘서 편리하다
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20251230,QSN000000000003080,TAR000000011801960,ITM000000000001410,기간별 금리검색 및 예상이자가 보여지는것이 편함
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20251202,QSN000000000003080,TAR000000011176084,ITM000000000001410,기간별 입금 금액을 달리하면서 금리 및 만기 금액을 쉽게 확인합니다.
KB 스타뱅킹,상품가입,가입정보 안내의 충분성,만기예상·수령금액 자동 계산/즉시 안내,고객은 가입 전·중에 우대금리 포함 만기예상 및 수령금액을 자동 계산하여 즉시 안내받기를 반복적으로 요구함.,20251203,QSN000000000003080,TAR000000011217960,ITM000000000001410,만기예상 금액 설정과 검색이 편리하고 한눈에 볼수있어서 좋아요
