채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250113,QSN000000000003074,TAR000000004759177,ITM000000000001707,Vip라운지도 하염없이 대기시킴. 10억 단기예금도 무슨 ?기듯 만기 당일   불쑥전화해서 계속 영상으로 전화시키며 연장시키더니.이번에는 그냥전화 예금만기도 불쾌한 느낌듬. 고객관리를하려면.좀 시간여유두고좀하세요
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250117,QSN000000000003074,TAR000000004863290,ITM000000000001707,"신속한 업무처리에 넘 감사했습니다.
은행 일반업무와 VIP라운지 운영 등,
효율적인 고객관리 업무운명 잘하신다고
생각이 들어집니다. 감사합니다."
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250117,QSN000000000003074,TAR000000004866401,ITM000000000001707,"고객응대에 문제가 많은 것같습니다.
특히 대출 관련 담당자는 마치 갑인듯..
요즘에 보기 드문 처신에 당황스러웠습니다.
Vip룸도 마찬가진 것같습니다.
자꾸만 은행이 멀어지는 느낌입니다."
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250123,QSN000000000003074,TAR000000004956475,ITM000000000001707,다른 지점들보다 라운지 이용 공간이 잘 되어 있는 거 같았습니다
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250214,QSN000000000003074,TAR000000005312486,ITM000000000001707,"VIP 라운지 이용이 용이하지 않고
담당직원이 없으면 대체직원도 없이 운영한다"
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250401,QSN000000000003074,TAR000000006121182,ITM000000000001707,일반 창구와 VIP 라운지의 층이 다르게 있어 대기할 때에 시끄러움이 덜하여 좋았어요.
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250820,QSN000000000003074,TAR000000008969387,ITM000000000001707,"8월19일 업무처리는 문제없었고 괜찮았음
평소 vip룸 이용시 상품판매에만 집중하고 실적과 관련없는 일반업무는 관심이 없는듯한 태도.
겉으론 친절하나 실질적으론 거부감을 느끼도록 유도."
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250820,QSN000000000003074,TAR000000008973930,ITM000000000001707,VIp&apos;실에서업무직원의업무를대하는태도가너무형식적이며딱탁함.귀찮아하는듯~정기적금을들으러갔는데다른상품을추천하기에나이가들어그런것않한다니까여기는그런것상담하는것이라며 내가느끼기에적금같은것은별로상관없다는듯~매우기분이나빴음~~
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250916,QSN000000000003074,TAR000000009624504,ITM000000000001707,저는 이사를 해서 좀 멀긴하지만 VIP라운지를 편리하게 이용할 수 있어 신자양점을 이용하고 있습니다~
영업점,내점/방문,객장안내의 원활성,VIP 라운지/룸 운영 및 대기 시스템,"VIP 전용 라운지/룸의 운영, 대기, 인력 배치, 이용자격 안내 등은 고객이 직접 이용하는 명확한 접점입니다.",20250917,QSN000000000003074,TAR000000009654357,ITM000000000001707,VIP라운지 담당 서은주팀장님의 전문적인 업무지식및 고객의 NEEDS에 맞는 설명및 추천
