채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
KB 스타뱅킹,통합검색,검색결과의 정보 충분성,Q&A 우선 노출/노출 제어 정책,검색 결과에서 Q&A가 우선 또는 과다 노출되어 메뉴 정보가 부족하다는 문제가 반복 제기됨.,20250507,QSN000000000003080,TAR000000006688743,ITM000000000001336,정확한 검색어를 모를 경우에는 찾는 메뉴가 안 보이고 다른 Q&amp;A 답변 이 검색결과 상위에 보일 때가 있음
KB 스타뱅킹,통합검색,검색결과의 정보 충분성,Q&A 우선 노출/노출 제어 정책,검색 결과에서 Q&A가 우선 또는 과다 노출되어 메뉴 정보가 부족하다는 문제가 반복 제기됨.,20250915,QSN000000000003080,TAR000000009594455,ITM000000000001336,계좌정보를 입력하면 그 메뉴만 나오면 좋겠는데 쓸데없이 q&amp;a도 검색결과로 나옴
KB 스타뱅킹,통합검색,검색결과의 정보 충분성,Q&A 우선 노출/노출 제어 정책,검색 결과에서 Q&A가 우선 또는 과다 노출되어 메뉴 정보가 부족하다는 문제가 반복 제기됨.,20260204,QSN000000000003187,TAR000000012628810,ITM000000000001336,대출을 입력했는데 대출메뉴는 나오지않고 질의응답만 도출함
KB 스타뱅킹,통합검색,통합검색 메뉴의 시인성,통합검색 하단 챗봇·FAQ 고정 배치,하단에 챗봇과 FAQ를 고정 배치하여 접근성을 높이는 구체 기능이 언급됨.,20250409,QSN000000000003080,TAR000000006299353,ITM000000000001336,"검색에 있어서 / 틀린검색을 해도 챗봇기능등이 하단에 찾기쉽게 배치되어있고
자주 찾는 질문 F&amp;Q등을 활용하기 좋았습니다."
KB 스타뱅킹,통합검색,검색결과 메뉴 연계 편리성,메뉴 전환 시 재로그인 요구 흐름 개선,검색결과에서 메뉴 전환 시 재로그인이 발생해 흐름 단절과 불편이 발생함.,20250414,QSN000000000003080,TAR000000006368081,ITM000000000001336,이전항목으로의 전환시 재로그인 되는 상황이좀 번거로움
KB 스타뱅킹,통합검색,검색결과 메뉴 연계 편리성,메뉴 전환 시 재로그인 요구 흐름 개선,검색결과에서 메뉴 전환 시 재로그인이 발생해 흐름 단절과 불편이 발생함.,20250328,QSN000000000003080,TAR000000006113324,ITM000000000001336,중간에 한단계 전으로 돌아가고싶어도 자꾸 메인으로 나가짐
KB 스타뱅킹,통합검색,검색결과 메뉴 연계 편리성,즐겨찾기/바로가기 저장 기능,자주 쓰는 기능을 저장하거나 화면에서 바로 진입·연계하는 흐름이 편의성을 높임.,20250425,QSN000000000003080,TAR000000006576350,ITM000000000001336,내가 주로 이용하는 메뉴를 따로 저장해서 이용할 수 있어서 쉽게 앱을 쓰고 있습니다
KB 스타뱅킹,통합검색,검색결과 메뉴 연계 편리성,즐겨찾기/바로가기 저장 기능,자주 쓰는 기능을 저장하거나 화면에서 바로 진입·연계하는 흐름이 편의성을 높임.,20250923,QSN000000000003080,TAR000000009789267,ITM000000000001336,관심있는 분야는 초기화면에서 찾아들어갈 수 있어 굳이 검색을 이용할 필요가 없음.
KB 스타뱅킹,통합검색,검색결과 메뉴 연계 편리성,즐겨찾기/바로가기 저장 기능,자주 쓰는 기능을 저장하거나 화면에서 바로 진입·연계하는 흐름이 편의성을 높임.,20251118,QSN000000000003080,TAR000000010836766,ITM000000000001336,메뉴 안에 전체계좌 조회 화면이 있는것이 좋습니다.
KB 스타뱅킹,통합검색,검색결과 메뉴 연계 편리성,즐겨찾기/바로가기 저장 기능,자주 쓰는 기능을 저장하거나 화면에서 바로 진입·연계하는 흐름이 편의성을 높임.,20251230,QSN000000000003080,TAR000000011803203,ITM000000000001336,검색창 해당 키워드 입력시 필요항목 빠른 &lt;보기&gt;생성
KB 스타뱅킹,통합검색,통합검색 메뉴의 시인성,퀴즈 콘텐츠 힌트/단계 이동 연계,콘텐츠 내 힌트 보기와 단계 이동의 명확한 연계가 제시되어 탐색 시 가시성을 보완함.,20250519,QSN000000000003080,TAR000000006915750,ITM000000000001336,퀴즈풀다가 힌트보기로 연셜해서 확인하고 전단계로 넘어가는데 편리하고 신속해서 좋다
KB 스타뱅킹,통합검색,통합검색 메뉴의 시인성,퀴즈 콘텐츠 힌트/단계 이동 연계,콘텐츠 내 힌트 보기와 단계 이동의 명확한 연계가 제시되어 탐색 시 가시성을 보완함.,20250218,QSN000000000003080,TAR000000005337242,ITM000000000001336,필요한것외에 시대흐름의 퀴즈등 다양한컨텐츠활용에 즐거움
KB 스타뱅킹,통합검색,통합검색의 고객지향성,홈 화면 Q&A 블록 가시성 제어,원하지 않는 Q&A 노출을 접거나 제거해 고객 선호에 맞춘 화면을 구성하려는 요구가 있음.,20251209,QSN000000000003080,TAR000000011347417,ITM000000000001336,딱 원하는 카테고리의 메뉴만 나오면 되는데 쓸데없는 Q&amp;A등이 나옴
KB 스타뱅킹,통합검색,통합검색의 사용 편의성,검색어 자동완성(제안),검색어 입력 시 자동완성 제안은 검색 과정을 단축하고 오류를 줄임.,20260120,QSN000000000003187,TAR000000012228027,ITM000000000001336,자동완성기능이 편리합니다.  한번씩  필요한 단어가 생각나지 암ㅎ늘때 편리합니다
KB 스타뱅킹,통합검색,통합검색의 고객지향성,검색어창 비사용 패턴 감지 및 간소화 안내/바로가기 제안,검색을 사용하지 않는 패턴을 감지해 고객 의도에 맞춘 간소 안내와 바로가기를 제공하려는 요구가 나타남.,20251124,QSN000000000003080,TAR000000010931118,ITM000000000001336,필요한 메뉴들이 거의 다 있어 따로 검색기능을 이용하지 않음
KB 스타뱅킹,통합검색,통합검색의 고객지향성,검색어창 비사용 패턴 감지 및 간소화 안내/바로가기 제안,검색을 사용하지 않는 패턴을 감지해 고객 의도에 맞춘 간소 안내와 바로가기를 제공하려는 요구가 나타남.,20251218,QSN000000000003080,TAR000000011554055,ITM000000000001336,검색어로 찾을 일이 많지는 않아서 검색어창을 별로 사용해보지 못함
KB 스타뱅킹,통합검색,검색결과 메뉴 연계 편리성,자주쓰는 계좌관리·이체 복사 편의 기능,계좌관리와 이체 시 복사 기능은 결과에서 메뉴로 연계 후 즉시 활용 가능한 편의 기능임.,20251230,QSN000000000003080,TAR000000011801652,ITM000000000001336,자주쓰는 계좌관리와 이체시 복사 기능이 생겨 편리했습니다
