채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
KB 스타뱅킹,금융상품몰,상품 추천의 적정성,"예금·금리 우대쿠폰 적용 및 안내 모듈(자동등록, 수신/적용 위치 가이드, 전용 배너)",우대쿠폰의 등록/적용 경로가 불명확해 적절한 혜택 추천·적용이 저해됩니다.,20250121,QSN000000000003080,TAR000000004938819,ITM000000000001342,금융 쿠폰 사용이 어렵게 되어있고 있는 쿠폰이 자동 등록되지 않으며 선택할수 있는 곳도 없다.
KB 스타뱅킹,금융상품몰,상품 추천의 적정성,"예금·금리 우대쿠폰 적용 및 안내 모듈(자동등록, 수신/적용 위치 가이드, 전용 배너)",우대쿠폰의 등록/적용 경로가 불명확해 적절한 혜택 추천·적용이 저해됩니다.,20250425,QSN000000000003080,TAR000000006583151,ITM000000000001342,"쿠폰에 뭐가 안되는지 안써있어서 몇번을반복함
안정형엔 못쓴다고 공지해주던가요"
KB 스타뱅킹,금융상품몰,상품 추천의 적정성,"예금·금리 우대쿠폰 적용 및 안내 모듈(자동등록, 수신/적용 위치 가이드, 전용 배너)",우대쿠폰의 등록/적용 경로가 불명확해 적절한 혜택 추천·적용이 저해됩니다.,20250521,QSN000000000003080,TAR000000006975538,ITM000000000001342,쿠폰이 있길래 쓰고 싶었는데 사용방법이 명확히 설명되지 않고 사용조건도 까다로움
KB 스타뱅킹,금융상품몰,상품 추천의 적정성,"예금·금리 우대쿠폰 적용 및 안내 모듈(자동등록, 수신/적용 위치 가이드, 전용 배너)",우대쿠폰의 등록/적용 경로가 불명확해 적절한 혜택 추천·적용이 저해됩니다.,20251110,QSN000000000003080,TAR000000010659857,ITM000000000001342,예금 가입 시 우대쿠폰 등 적용될때가 있어서 유용하게 사용한 기억이 있습니다
KB 스타뱅킹,금융상품몰,상품 추천의 적정성,"예금·금리 우대쿠폰 적용 및 안내 모듈(자동등록, 수신/적용 위치 가이드, 전용 배너)",우대쿠폰의 등록/적용 경로가 불명확해 적절한 혜택 추천·적용이 저해됩니다.,20260121,QSN000000000003187,TAR000000012258127,ITM000000000001342,"금리우대쿠폰 어케받냐?
직원통해서만 받는거면 그렇다고 적어두던가
아님 받는 방법을 명시해줘야지
우대쿠폰이 있다만 적어두면 고객이 퀘스트 마냥 그거 찾아가야 하는건가?"
KB 스타뱅킹,금융상품몰,상품 추천의 적정성,"예금·금리 우대쿠폰 적용 및 안내 모듈(자동등록, 수신/적용 위치 가이드, 전용 배너)",우대쿠폰의 등록/적용 경로가 불명확해 적절한 혜택 추천·적용이 저해됩니다.,20260128,QSN000000000003187,TAR000000012404626,ITM000000000001342,금융쿠폰을 많이 줬으면 좋겠다.금융상품도 별로 없는데 쿠폰주면 얼른 가입하겠는데 몇번을 망설였다 가입함.
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,금리쿠폰 실시간 발급·사용 처리 및 취소 후 재사용 정책,발급 즉시 마감·소멸 이슈로 가입 흐름이 중단되므로 실시간 처리와 재사용 정책이 필요합니다.,20251203,QSN000000000003080,TAR000000011212029,ITM000000000001342,금리쿠폰을 받자마자 클릭했는데..벌써 마감이라고 해서..허탈..
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,금리쿠폰 실시간 발급·사용 처리 및 취소 후 재사용 정책,발급 즉시 마감·소멸 이슈로 가입 흐름이 중단되므로 실시간 처리와 재사용 정책이 필요합니다.,20260212,QSN000000000003187,TAR000000012829389,ITM000000000001342,"금리쿠폰 1년짜리 쿠폰줘서 쓰고 예금신청했는데 뒤늦게 다른이벤트푸시와서 취소후 다시 할려했더니 쿠폰사라짐..
취소건이니깐 쿠폰은 다시쓰게해줘야죠!!!!
결국 6개월 금리쿠폰으로 6개월예금함
1년짜리하고싶었는데.."
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,정기예금 만기 자동 처리 옵션(자동해지 입금/자동재가입),만기 후 처리 선택을 자동화하면 고객의 가입·유지 경험이 매끄러워집니다.,20250204,QSN000000000003080,TAR000000005032406,ITM000000000001342,요즘 정기예금을 폰으로 하고 있는데  간단하고 자동해지 되어 입금 되는 것도 신기하고 참 편리하게 쓰고 있습니다.
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,정기예금 만기 자동 처리 옵션(자동해지 입금/자동재가입),만기 후 처리 선택을 자동화하면 고객의 가입·유지 경험이 매끄러워집니다.,20250311,QSN000000000003080,TAR000000005784936,ITM000000000001342,가입 해지가 간편하고 자동으로 되는것들이 잘 되어있습니다
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,정기예금 만기 자동 처리 옵션(자동해지 입금/자동재가입),만기 후 처리 선택을 자동화하면 고객의 가입·유지 경험이 매끄러워집니다.,20251125,QSN000000000003080,TAR000000010997804,ITM000000000001342,다른데는 예금만기시 자동 해지되는데 자동가입되서 좋았슴
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,정기예금 가입기간 자유설정(일자 단위 입력),가입기간을 일자 단위로 설정하면 가입 과정의 입력 유연성이 향상됩니다.,20250102,QSN000000000003080,TAR000000004508773,ITM000000000001342,"정기예금 시 가입기간이 개월수로만 설정하게 되어 있어 매우 불편함. 날짜까지 설정할 수 있게 고객 중심의 서비스가 필수임.
예를 들면 가입기간이 5개월16일, 3개월20일  등으로 고객이 원하는 가입기간을 설정할 수 있어야 함.
21세기에 은행 편의주의적으로 고객을 무시한 배부른 경영을 하는 은행은 종국에는 고객으로 부터 외면당할 것임.
설문조사만 하지 말고 어떻게 고객의 의견이 반영되었는지 결과를 알려주어야 함."
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,정기예금 가입기간 자유설정(일자 단위 입력),가입기간을 일자 단위로 설정하면 가입 과정의 입력 유연성이 향상됩니다.,20250324,QSN000000000003080,TAR000000005988928,ITM000000000001342,"상품가입이  모바일로 편하게 가입되며
가입기간을 조절할 수있어  좋습니다"
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,상품 가입 진행 이력 자동 복원,인증 등 이탈 후 재진입 시 이전 단계 복원은 가입 완결성을 높입니다.,20260209,QSN000000000003187,TAR000000012727789,ITM000000000001342,중간에 인증때문에 다른 화면으로 나가도 다시 가입진행을 했을 때 진행하던 이력이 남아있어서 편리했음
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,청년드림적금 온라인 서류 자동 제출,서류 자동 처리로 가입 절차를 단축해 진입·완료를 원활히 합니다.,20251015,QSN000000000003080,TAR000000010025667,ITM000000000001342,청년드림적금 가입 시 필요한 서류들을 번거롭게 따로 구비해서 제출하지 않아도 온라인 상으로 간편하게 해결되어 좋았다.
KB 스타뱅킹,금융상품몰,상품 가입화면 진입의 원활성,주말 적금 해지 온라인 처리,주말에도 해지 가능하면 채널 이용 편의가 크게 개선됩니다.,20260225,QSN000000000003187,TAR000000013036672,ITM000000000001342,타행은 적금해지시 주말엔 不可한데 국민은 주말에도 이용할수 있어 편하고 좋은듯요.
KB 스타뱅킹,금융상품몰,금융상품몰 탐색 편의성,"외화통장 이용 종합 안내 모듈(달러 인출·동전 예치·수수료·환전 절차, 초보자 단계별 가이드)",외화 관련 절차 정보 부족으로 이용이 어려워 탐색·이해 지원 모듈이 필요합니다.,20250721,QSN000000000003080,TAR000000008245522,ITM000000000001342,"외환통장을 처음 개설했는데 보통예금 정기예금 적금 계좌 사이에 환전된 달러의 이동을 이해하는 것이 직관적이지 않음
환전수수료 차이도 있는 듯 하고 환전한 달러를 실물 인출하는 문제도 생각 보다 복잡함
해외에서 사용하다 남긴 미국 달러 동전들도 잔뜩 있는데 이걸 통장에 예치하는 것을 어떻게 해야 하는지 이런 정보는 어디서 ?을 수 있을까요?"
