채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
고객센터,보이는ARS,연결 편의성,보이는 ARS 음성 인식 기반 내비게이션/조작,음성으로 메뉴 이동과 조작을 원하는 요구가 반복 제기되어 음성 기반 내비게이션이 구체적 기능으로 필요합니다.,20250502,QSN000000000003079,TAR000000006660313,ITM000000000003036,음성인식이 편해서. 항상 보이는 상담은 종료함.
고객센터,보이는ARS,연결 편의성,보이는 ARS 음성 인식 기반 내비게이션/조작,음성으로 메뉴 이동과 조작을 원하는 요구가 반복 제기되어 음성 기반 내비게이션이 구체적 기능으로 필요합니다.,20250512,QSN000000000003079,TAR000000006794477,ITM000000000003036,상담메뉴를 접속할때 음성으로 인식해주는게 편리함
고객센터,보이는ARS,연결 편의성,보이는 ARS 음성 인식 기반 내비게이션/조작,음성으로 메뉴 이동과 조작을 원하는 요구가 반복 제기되어 음성 기반 내비게이션이 구체적 기능으로 필요합니다.,20250423,QSN000000000003079,TAR000000006526259,ITM000000000003036,하나하나 읽고 클릭하는것보단 음성으로 듣고 하는게 이해도도 빠르다.
고객센터,보이는ARS,연결 편의성,보이는 ARS 음성 인식 기반 내비게이션/조작,음성으로 메뉴 이동과 조작을 원하는 요구가 반복 제기되어 음성 기반 내비게이션이 구체적 기능으로 필요합니다.,20250721,QSN000000000003079,TAR000000008277048,ITM000000000003036,전화 통화를 하는 이유는 운전중에도 필요한 상담을 받기 위한것인데요. 화면을 보고 하는 경우는 운전중에서는 사용을 못합니다. 음성 인식 기능도 있었으면 합니다.
고객센터,보이는ARS,연결 편의성,보이는 ARS 음성 인식 기반 내비게이션/조작,음성으로 메뉴 이동과 조작을 원하는 요구가 반복 제기되어 음성 기반 내비게이션이 구체적 기능으로 필요합니다.,20250722,QSN000000000003079,TAR000000008297642,ITM000000000003036,원하는 사항을 말로하니 바로 연결이 돼서 좋았습니다.
고객센터,보이는ARS,메뉴명의 명확성,AI 상담 초기 분류 질문 시나리오,초기 질문 흐름의 명확성에 대한 언급이 있어 분류 질문 시나리오가 독립 요소로 필요합니다.,20250219,QSN000000000003079,TAR000000005402254,ITM000000000003036,AI의 친절하고 명확한 질문으로 이해하기가 쉬웠습니다
고객센터,보이는ARS,메뉴명의 명확성,AI 상담 초기 분류 질문 시나리오,초기 질문 흐름의 명확성에 대한 언급이 있어 분류 질문 시나리오가 독립 요소로 필요합니다.,20250225,QSN000000000003079,TAR000000005511315,ITM000000000003036,이렇게 귀찮게 글을 쓰는 이유야 뻔한거  아니겠습니까. 돈 아낀다고 AI 같은거 쓰지말고 인력을 늘립시다. 말귀도 못알아먹는걸 가지고 무슨 상담입니까. 간단한 내용 정도나 되는거지 이용자들은 급하고 바쁜데 속만 뒤집어집니다.
고객센터,보이는ARS,메뉴명의 명확성,AI 상담 초기 분류 질문 시나리오,초기 질문 흐름의 명확성에 대한 언급이 있어 분류 질문 시나리오가 독립 요소로 필요합니다.,20250214,QSN000000000003079,TAR000000005321953,ITM000000000003036,상담원과 연결 되고 나서는 문제도 잘 해결되고 좋았으나 ai상담은 정말 별로였어요
고객센터,보이는ARS,연결 편의성,AI 상담 단계/전환 안내 모듈,AI 단계 거쳐야 하는 라우팅과 상담원 전환 안내 요구가 있어 전환 안내 모듈이 필요합니다.,20250214,QSN000000000003079,TAR000000005321953,ITM000000000003036,상담원과 연결 되고 나서는 문제도 잘 해결되고 좋았으나 ai상담은 정말 별로였어요
고객센터,보이는ARS,연결 편의성,AI 상담 단계/전환 안내 모듈,AI 단계 거쳐야 하는 라우팅과 상담원 전환 안내 요구가 있어 전환 안내 모듈이 필요합니다.,20250225,QSN000000000003079,TAR000000005511315,ITM000000000003036,이렇게 귀찮게 글을 쓰는 이유야 뻔한거  아니겠습니까. 돈 아낀다고 AI 같은거 쓰지말고 인력을 늘립시다. 말귀도 못알아먹는걸 가지고 무슨 상담입니까. 간단한 내용 정도나 되는거지 이용자들은 급하고 바쁜데 속만 뒤집어집니다.
고객센터,보이는ARS,연결 편의성,AI 상담 단계/전환 안내 모듈,AI 단계 거쳐야 하는 라우팅과 상담원 전환 안내 요구가 있어 전환 안내 모듈이 필요합니다.,20250121,QSN000000000003079,TAR000000004927190,ITM000000000003036,빠른상담으로. 모르는것을 쉽게  설명하고 도와주신것 같아요
고객센터,보이는ARS,연결 편의성,AI 상담 단계/전환 안내 모듈,AI 단계 거쳐야 하는 라우팅과 상담원 전환 안내 요구가 있어 전환 안내 모듈이 필요합니다.,20250808,QSN000000000003079,TAR000000008717417,ITM000000000003036,AI상담은  불편하였는데  상담원은  빨리알아들어서좋음
고객센터,보이는ARS,연결 편의성,AI 상담 단계/전환 안내 모듈,AI 단계 거쳐야 하는 라우팅과 상담원 전환 안내 요구가 있어 전환 안내 모듈이 필요합니다.,20251027,QSN000000000003079,TAR000000010362585,ITM000000000003036,위 내용과 같이 처음 사용하는 AI 상담이였는데 별 불편함 없이 진행한것 같습니다
고객센터,보이는ARS,연결 편의성,AI 상담 단계/전환 안내 모듈,AI 단계 거쳐야 하는 라우팅과 상담원 전환 안내 요구가 있어 전환 안내 모듈이 필요합니다.,20251023,QSN000000000003079,TAR000000010277122,ITM000000000003036,AI상탐이라그러면  왠지  거부감이  먼져드는데  편리했습니다
고객센터,보이는ARS,연결 편의성,AI 상담 단계/전환 안내 모듈,AI 단계 거쳐야 하는 라우팅과 상담원 전환 안내 요구가 있어 전환 안내 모듈이 필요합니다.,20251105,QSN000000000003079,TAR000000010574188,ITM000000000003036,결국 상담원 연결로 귀결될것을 불필요하게 AI를 상대해야 합니다. AI라 부를만한 지능이 있는지도 모르겠는데 그 앞에서 주절주절 말하기도 난해합니다.
고객센터,보이는ARS,연결 편의성,AI 상담 단계/전환 안내 모듈,AI 단계 거쳐야 하는 라우팅과 상담원 전환 안내 요구가 있어 전환 안내 모듈이 필요합니다.,20251218,QSN000000000003079,TAR000000011515320,ITM000000000003036,Ai한테 물어보면 어떤회사든지 항상 동문서답하고 자셰한 답을 못해주더라고요 답답천불나요
고객센터,보이는ARS,메뉴이동의 신속성,ARS 콜백/상담원 재연결 단축키 노출,빠른 연결을 위한 단축키 및 동일 상담원 재연결 기능이 속도 개선 요소로 제기되었습니다.,20250116,QSN000000000003079,TAR000000004844730,ITM000000000003036,"바쁠때는 손가락으로 눌러서 하는게
짜증날때도 있는데  친절하게 응대해줘서
좋았습니다"
고객센터,보이는ARS,메뉴이동의 신속성,ARS 콜백/상담원 재연결 단축키 노출,빠른 연결을 위한 단축키 및 동일 상담원 재연결 기능이 속도 개선 요소로 제기되었습니다.,20250121,QSN000000000003079,TAR000000004927190,ITM000000000003036,빠른상담으로. 모르는것을 쉽게  설명하고 도와주신것 같아요
고객센터,보이는ARS,메뉴이동의 신속성,ARS 콜백/상담원 재연결 단축키 노출,빠른 연결을 위한 단축키 및 동일 상담원 재연결 기능이 속도 개선 요소로 제기되었습니다.,20250218,QSN000000000003079,TAR000000005379021,ITM000000000003036,친절하고 바로 원하는 답변을 들을수 있어서 좋습니다
고객센터,보이는ARS,메뉴이동의 신속성,ARS 콜백/상담원 재연결 단축키 노출,빠른 연결을 위한 단축키 및 동일 상담원 재연결 기능이 속도 개선 요소로 제기되었습니다.,20250711,QSN000000000003079,TAR000000008086860,ITM000000000003036,같은 상담 원할때 단축번호 알려주셔서 빠르게 처리
고객센터,보이는ARS,연결 편의성,문자 링크 기반 보이는 ARS 접속/간단답변 제공,문자 링크로 접속하고 간단 답변을 받는 터치포인트가 명확히 언급되었습니다.,20250617,QSN000000000003079,TAR000000007522577,ITM000000000003036,요즘은 함부로 링크 타고 들어가지 않는데 문자로 링크 타고 가라하니 부담스럽습니다
고객센터,보이는ARS,연결 편의성,문자 링크 기반 보이는 ARS 접속/간단답변 제공,문자 링크로 접속하고 간단 답변을 받는 터치포인트가 명확히 언급되었습니다.,20251013,QSN000000000003079,TAR000000009950239,ITM000000000003036,문자는 간단명료하게 질문한것에 대한 답을  알기쉽게 전달해주기 때문에.
고객센터,보이는ARS,메뉴구성 적절성,보이는 ARS 본인확인 간편 안내 및 인증 입력 절차 개선,본인확인 절차 안내의 명확성과 반복 입력 불편이 동시에 제기되어 인증 플로우 개선이 필요합니다.,20251105,QSN000000000003079,TAR000000010572929,ITM000000000003036,고객인증  잘  못했는데  쉬운 방법으로  본인확인해 주셨어요
고객센터,보이는ARS,메뉴구성 적절성,보이는 ARS 본인확인 간편 안내 및 인증 입력 절차 개선,본인확인 절차 안내의 명확성과 반복 입력 불편이 동시에 제기되어 인증 플로우 개선이 필요합니다.,20251202,QSN000000000003079,TAR000000011156517,ITM000000000003036,"연결시 대기 계속 요구하는 정보가 답답함
비밀번호같은경우는 할때마다 입력해야함"
고객센터,보이는ARS,연결 편의성,보이는 ARS 예약 상담 안내,원하는 시간대 예약 상담 요구가 명시되어 예약 안내 기능이 필요합니다.,20250829,QSN000000000003079,TAR000000009222656,ITM000000000003036,직접 방문하지 않아도 이용자 편한 시간대에 상담할수 있다는점
고객센터,보이는ARS,연결 편의성,보이는 ARS 화상통화 연결 버튼,화상 연결 기능이 구체적으로 언급되어 접근 용이한 연결 버튼 요소가 필요합니다.,20251216,QSN000000000003079,TAR000000011484038,ITM000000000003036,친절하고 쉬운 안내 특히 상담원의 편리한 화상통화
고객센터,보이는ARS,메뉴구성 적절성,보이는 ARS 지점 전화번호 조회 링크,지점 연락처 조회 요구가 있어 명확한 조회 링크 제공이 필요합니다.,20251106,QSN000000000003079,TAR000000010606335,ITM000000000003036,지점은행 전화번호가 알고 싶은데 고객센터 번호만 나와있다
고객센터,보이는ARS,메뉴명의 명확성,인증서 관련 업무 제한 고지(보이는 ARS/챗봇),수행 불가 업무의 명확한 고지가 필요하다는 VOC가 존재합니다.,20251104,QSN000000000003079,TAR000000010520533,ITM000000000003036,쳇봇이나 보이는ars가 수행할 수없는 인증서 관련업무였음
고객센터,보이는ARS,메뉴구성 적절성,보이는 ARS 대출 정보 동의 서류 안내/제출 흐름,대출 관련 동의 서류 제출 과정을 명확히 안내하는 메뉴가 필요합니다.,20250808,QSN000000000003079,TAR000000008717296,ITM000000000003036,"편리하게 접속되고, 대출정보 판단 및 분석을 위해서 서류에 대한 동의 등이 정확하게 신속하여 추천"
고객센터,보이는ARS,연결 편의성,부서/채널 간 업무 연계(토스) 안내 화면,유관부서로의 원활한 연계 안내가 부족하다는 피드백이 있어 토스 안내 화면이 필요합니다.,20251226,QSN000000000003079,TAR000000011728789,ITM000000000003036,"여러번 유관부서 토스 후 결국 영업점 방문
한번에 안내 되지 않음"
고객센터,보이는ARS,연결 편의성,부서/채널 간 업무 연계(토스) 안내 화면,유관부서로의 원활한 연계 안내가 부족하다는 피드백이 있어 토스 안내 화면이 필요합니다.,20260109,QSN000000000003192,TAR000000012021785,ITM000000000003036,"필모한걸 찾으려면 연계가 안된다. 상당사는 연계해서 엄부처리를 할 수 있는 유연성이 있는반면에 이거는 하나씩 다 찾아가면서 해야한다.
어르신은 사용 못할듯"
고객센터,보이는ARS,메뉴구성 개인화,고령자용 간편 모드 전환 토글,연령/능력 기반으로 간편 모드 전환 요구가 있어 개인화 토글이 필요합니다.,20260105,QSN000000000003192,TAR000000011885305,ITM000000000003036,"솔직히 40대는 저도 헤깔리는데
어른신들은 이용이나 하실수 있을지 의심 스럽네요"
고객센터,보이는ARS,메뉴구성 개인화,고령자용 간편 모드 전환 토글,연령/능력 기반으로 간편 모드 전환 요구가 있어 개인화 토글이 필요합니다.,20260119,QSN000000000003192,TAR000000012223430,ITM000000000003036,젊은사람들은 잘몰ㄷ겠는데 나이가있는사람들은 어렵다
고객센터,보이는ARS,메뉴구성 개인화,고령자용 간편 모드 전환 토글,연령/능력 기반으로 간편 모드 전환 요구가 있어 개인화 토글이 필요합니다.,20260120,QSN000000000003192,TAR000000012253101,ITM000000000003036,"60세 이상 나이대도 자연스럽게
사용할수 있어서 매우 편리"
