채널,고객경험단계,서비스품질요소,고객경험요소,근거,설문응답종료년월일,설문ID,설문참여대상자고유ID,문항ID,VOC원문
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250120,QSN000000000003079,TAR000000004912671,ITM000000000003029,챗봇은 엉뚱한답변이 많고 불편하여 버튼식으로 이용하였음
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250108,QSN000000000003079,TAR000000004676679,ITM000000000003029,챗봇도 사용해보지만 보면서 직접선택하는것이 좋은거 같네요
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250123,QSN000000000003079,TAR000000004962692,ITM000000000003029,아직까지 음성봇이나 챗봇은 제대로 이해하지 못하고 반복하는 경우와 문의건에 대한 만족스런 답변에 취약하다 생각이 들었음
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250121,QSN000000000003079,TAR000000004932279,ITM000000000003029,AI가 제대로 이해하지 못하는 경우가 있었습니다
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250125,QSN000000000003079,TAR000000005017734,ITM000000000003029,AI상담원에게는 묻고 싶은 질문을 제대로 할 수 없음
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250225,QSN000000000003079,TAR000000005510803,ITM000000000003029,"버튼식이 젤낫습니다.9점을 주어도 적극추천안한다는 문항으로 넘어가서 아무거나 적은거임.
챗봇이 최악입니다. 챗봇은 아직 아닌거 같아요"
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250407,QSN000000000003079,TAR000000006244920,ITM000000000003029,버튼식 익숙해서 사용 합니다. 최근엔 보이는 화면식도 자주 이용함
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250715,QSN000000000003079,TAR000000008156271,ITM000000000003029,챗봇을 잘 못해서 그래서 상담원 제말을 잘들어주시니 궁금한것을 답변해주시니 제가감사합니다
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250717,QSN000000000003079,TAR000000008217445,ITM000000000003029,쳇북은 설명을 해도 계속 똑갇은 내용을 발송하고 아직 이혜 못하고 있다고 반복 응답
고객센터,버튼식ARS,메뉴이동의 신속성,챗봇→버튼식 ARS 전환 선택 버튼,챗봇 이용 중 불편 시 버튼식 ARS로 즉시 전환 가능한 명시적 선택 버튼은 신속한 경로 변경을 제공하는 핵심 접점입니다.,20250717,QSN000000000003079,TAR000000008218867,ITM000000000003029,상담원 연결이든 챗봇이든 디테일한 안내와 상담내용이 제한적인건 아쉽다
고객센터,버튼식ARS,메뉴이동의 신속성,AI 상담 우회/상담원 직통 연결 버튼,AI 응답 한계 시 즉시 사람 상담으로 연결하는 직통/우회 버튼은 문제 해결까지 이동 시간을 단축합니다.,20250225,QSN000000000003079,TAR000000005510496,ITM000000000003029,"얼굴인식 5회 실패로 고객센터에서 해지불가, 재인식후 실패시 지점 방문으로 불편함 (참고로 타은행 얼굴인식 통과)"
고객센터,버튼식ARS,메뉴이동의 신속성,AI 상담 우회/상담원 직통 연결 버튼,AI 응답 한계 시 즉시 사람 상담으로 연결하는 직통/우회 버튼은 문제 해결까지 이동 시간을 단축합니다.,20250325,QSN000000000003079,TAR000000006023092,ITM000000000003029,상담원 빠른 연결과 상담원의 다양한 지식 습득으로 인한 Q&amp;A 진행이 빠름
고객센터,버튼식ARS,메뉴이동의 신속성,AI 상담 우회/상담원 직통 연결 버튼,AI 응답 한계 시 즉시 사람 상담으로 연결하는 직통/우회 버튼은 문제 해결까지 이동 시간을 단축합니다.,20250701,QSN000000000003079,TAR000000007812949,ITM000000000003029,"사람이 상담한거랑 AI는 틀리다
다양한 질문에 대답을 못한다"
고객센터,버튼식ARS,메뉴이동의 신속성,AI 상담 우회/상담원 직통 연결 버튼,AI 응답 한계 시 즉시 사람 상담으로 연결하는 직통/우회 버튼은 문제 해결까지 이동 시간을 단축합니다.,20250701,QSN000000000003079,TAR000000007817751,ITM000000000003029,AI로 대체 못할 물음을 바로 알아맞추는 센스가 좋습니다.
고객센터,버튼식ARS,메뉴이동의 신속성,AI 상담 우회/상담원 직통 연결 버튼,AI 응답 한계 시 즉시 사람 상담으로 연결하는 직통/우회 버튼은 문제 해결까지 이동 시간을 단축합니다.,20250716,QSN000000000003079,TAR000000008190209,ITM000000000003029,"무엇보다 예전보다 많이 친절상담
Ai상담은 절대적 반대
고령자에 한하여 너무불편..."
